발생년,주야,요일,사망자수,사상자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,경도,위도
2012,야간,토,1,22,경북,예천군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.5364069,36.65652631
2012,야간,수,1,1,충남,서천군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.7766132,36.21165514
2012,야간,토,1,2,대구,북구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.5259359,35.89082986
2012,야간,일,1,1,경기,평택시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.8406795,36.95194938
2012,주간,화,1,1,전남,보성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.2697306,34.83332643
2012,주간,일,1,4,충남,천안시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.2802894,36.73354688
2012,야간,화,1,8,경기,안양시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.8840625,37.40629937
2012,야간,일,1,1,경기,안양시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.951839,37.37785222
2012,주간,목,1,2,충남,논산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.051441,36.20654569
2012,야간,토,1,6,전남,함평군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.4863063,35.09751375
2012,야간,일,1,1,전남,보성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.3287114,34.82277389
2012,야간,월,1,1,울산,울주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,129.1151108,35.54060065
2012,야간,수,1,3,경기,시흥시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,126.7905659,37.45735108
2012,주간,화,1,2,경북,고령군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,128.3445274,35.74961999
2012,야간,토,1,3,충남,천안시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.2967702,36.73143965
2012,야간,화,1,2,충북,청원군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.3052682,36.72800118
2012,야간,금,2,11,경북,상주시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.2199368,36.3678839
2012,야간,금,1,8,경북,상주시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.2167297,36.36823675
2012,야간,화,2,2,경북,상주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.0250785,36.43004952
2012,야간,화,1,1,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.9666187,36.44283244
2012,야간,금,1,3,경북,상주시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.2270669,36.35186582
2012,주간,수,1,4,경기,용인시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,차로위반(진로변경 위반),127.3156221,37.24704183
2012,주간,토,2,4,경기,이천시,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,127.4232454,37.23779489
2012,주간,화,1,2,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.1622003,36.53527639
2012,야간,목,1,1,경북,영주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.5358216,36.84790677
2012,주간,수,1,3,대구,달성군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.4406832,35.64793624
2012,주간,금,1,1,충북,옥천군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,127.6326941,36.29305067
2012,야간,수,1,1,충남,당진시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.704018,36.8909505
2012,주간,월,1,1,경기,안양시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8845092,37.42627596
2012,야간,금,1,3,경남,양산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,129.0497416,35.37269427
2012,주간,월,1,1,경남,김해시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,128.9364228,35.33006976
2012,주간,수,1,1,부산,강서구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.9376586,35.15845123
2012,야간,목,1,1,부산,강서구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.9151179,35.16217891
2012,주간,수,1,1,충북,괴산군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.9209617,36.8521612
2012,야간,월,1,1,울산,울주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,129.2704322,35.42176176
2012,주간,목,1,2,충북,청원군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.5611115,36.51212723
2012,야간,일,1,1,서울,은평구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.9318767,37.61284962
2012,야간,월,1,1,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0355633,37.25402658
2012,주간,화,1,3,충북,음성군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,127.60152,36.9902539
2012,주간,화,1,1,충북,충주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.9258906,36.97413676
2012,야간,수,1,4,경기,성남시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.1292854,37.42798207
2012,주간,월,1,1,전북,부안군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,126.7323755,35.72642302
2012,야간,목,1,1,경기,시흥시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.7679238,37.38249929
2012,주간,금,1,1,경남,진주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.0888336,35.19283671
2012,야간,목,1,1,경기,포천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.3671715,38.03781508
2012,주간,목,1,1,경북,상주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전거리 미확보,128.1961742,36.41824815
2012,주간,목,1,1,대구,북구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,128.6215181,35.90805146
2012,주간,수,1,1,충남,아산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,126.9558682,36.71185307
2012,야간,화,1,2,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.934025,36.44261282
2012,주간,목,1,5,경기,용인시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.0797435,37.27858341
2012,주간,월,1,1,경북,경주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,129.1944107,35.7572473
2012,주간,토,1,1,부산,기장군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,129.2062615,35.23419624
2012,주간,수,1,1,전북,정읍시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8931764,35.62887477
2012,야간,월,1,1,대전,대덕구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.4618387,36.35280955
2012,주간,수,2,14,경남,진주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.0469068,35.1765051
2012,야간,화,1,2,서울,서초구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.0513362,37.45181451
2012,야간,금,2,3,경기,안성시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,127.1676573,37.02477181
2012,주간,화,1,1,충북,청원군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.4275735,36.57397365
2012,야간,화,1,2,경기,평택시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.0537138,37.02481266
2012,주간,토,1,1,경기,오산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,127.0398248,37.17810009
2012,야간,토,1,2,경기,화성시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,126.9737021,37.18240398
2012,주간,금,1,2,대구,수성구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.6932229,35.83529022
2012,야간,화,1,1,경기,용인시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.122585,37.09306447
2012,야간,일,1,9,충남,천안시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.1889926,36.87911081
2012,야간,토,1,4,충북,청주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.3914242,36.61610955
2012,야간,월,1,1,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.3303614,37.2511382
2012,주간,화,3,7,경기,이천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.4301251,37.23510394
2012,주간,토,1,1,경기,구리시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.1347901,37.64143143
2012,야간,일,1,1,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.3068945,35.54071868
2012,야간,목,1,1,제주,서귀포시,차량단독,주/정차차량 충돌,주/정차차량 충돌,운전자법규위반,안전운전 의무 불이행,126.6687521,33.27502498
2012,주간,토,1,1,경기,시흥시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,126.7284226,37.36491492
2012,야간,일,1,1,서울,강남구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,127.0508527,37.50051332
2012,주간,일,1,1,전남,장흥군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,126.967014,34.55660478
2012,야간,토,1,1,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.3145267,35.53384268
2012,주간,토,1,1,경기,시흥시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.7375739,37.34889388
2012,야간,금,1,1,제주,제주시,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,126.5004589,33.51742297
2012,주간,금,1,3,전남,신안군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.044022,34.88500823
2012,주간,금,1,4,강원,평창군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,128.6958743,37.68643493
2012,야간,화,1,1,충북,진천군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.408914,36.82512451
2012,주간,수,1,1,경남,밀양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.7553425,35.46306327
2012,주간,화,1,1,충북,청원군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,127.4579753,36.73760061
2012,주간,토,1,1,전북,완주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.2184518,35.75990079
2012,주간,월,1,4,울산,울주군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,129.2244188,35.57246134
2012,야간,월,1,2,경북,의성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.583111,36.33373529
2012,야간,월,1,1,경북,구미시,차대차,기타,기타,운전자법규위반,기타(운전자법규위반),128.2602936,36.20417798
2012,주간,목,1,11,전남,장성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8068297,35.40141056
2012,주간,화,1,1,인천,계양구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,126.7317464,37.53810445
2012,야간,화,1,1,충남,태안군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.3160998,36.60965565
2012,야간,화,2,2,전남,나주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8599313,35.07696916
2012,주간,목,1,1,경기,수원시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.0165267,37.27900913
2012,주간,목,1,1,전남,순천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.4835367,34.90687465
